100442000510,2020,3,令和元年度補正　事業承継補助金,合同会社ひふみ,冷凍食品製造の生産性・衛生管理向上及び新送迎サービスの提供,,,,100442000510,2020,3,令和元年度補正　事業承継補助金,合同会社ひふみ,冷凍食品製造の生産性・衛生管理向上及び新送迎サービスの提供
105042000510,2021,3,令和２年度補正　事業承継補助金,フラワーみき,地域密着の葬儀花卸売業の強みを活かした地域コミュニティとテイクアウトカフェ,,,,105042000510,2021,3,令和２年度補正　事業承継補助金,フラワーみき,地域密着の葬儀花卸売業の強みを活かした地域コミュニティとテイクアウトカフェ
100242000903,2019,3,平成30年度補正　事業承継補助金,株式会社テクノ興和　和田　郭伯,新規事業「あわびの養殖事業（完全閉鎖型循環式陸上養殖）」への取組,,,,100242000903,2019,3,平成30年度補正　事業承継補助金,株式会社テクノ興和　和田　郭伯,新規事業「あわびの養殖事業（完全閉鎖型循環式陸上養殖）」への取組
100542001108,2020,3,令和元年度補正　事業承継補助金,株式会社システム計装,陶磁器用石膏型3次元加工システムの本格事業化による経営革新,,,,100542001108,2020,3,令和元年度補正　事業承継補助金,株式会社システム計装,陶磁器用石膏型3次元加工システムの本格事業化による経営革新
100542001108,2020,3,令和元年度補正　事業承継補助金,株式会社システム計装,陶磁器用石膏型3次元加工システムの本格事業化による経営革新,,,,100542001108,2020,3,令和元年度補正　事業承継補助金,株式会社システム計装,陶磁器用石膏型3次元加工システムの本格事業化による経営革新
104942000113,2019,3,平成30年度補正　事業承継補助金,有限会社ＮＹ設計企画　山口　貴史,訪問鍼灸治療による在宅医療サービスを通じて快適な老後をサポート,,,,104942000113,2019,3,平成30年度補正　事業承継補助金,有限会社ＮＹ設計企画　山口　貴史,訪問鍼灸治療による在宅医療サービスを通じて快適な老後をサポート
100440002102,2019,3,平成30年度補正　事業承継補助金,伊万里運輸株式会社　黒川　隆太,高齢者や女性でも運送業で働ける新ビジネスモデルの構築,,,,100440002102,2019,3,平成30年度補正　事業承継補助金,伊万里運輸株式会社　黒川　隆太,高齢者や女性でも運送業で働ける新ビジネスモデルの構築
100440002102,2019,3,平成30年度補正　事業承継補助金,株式会社Ｔｕｒｎｉｎｇ　Ｐｏｉｎｔ　佐保　竜二,税理士法人のグループ会社としての強みを活かした営業力・提案力の強化とサービスの質の向上への取組,,,,100440002102,2019,3,平成30年度補正　事業承継補助金,株式会社Ｔｕｒｎｉｎｇ　Ｐｏｉｎｔ　佐保　竜二,税理士法人のグループ会社としての強みを活かした営業力・提案力の強化とサービスの質の向上への取組
100440002102,2019,3,平成30年度補正　事業承継補助金,原田　博文,地域高齢者の治療負担軽減と医療連携の取り組み,,,,100440002102,2019,3,平成30年度補正　事業承継補助金,原田　博文,地域高齢者の治療負担軽減と医療連携の取り組み
100440002102,2019,3,平成30年度補正　事業承継補助金,有限会社嬉乃すし　髙田　治幸,高品質冷凍寿司の製造・販売の確立,,,,100440002102,2019,3,平成30年度補正　事業承継補助金,有限会社嬉乃すし　髙田　治幸,高品質冷凍寿司の製造・販売の確立
100440002102,2020,3,令和元年度補正　事業承継補助金,いび歯科医院,高齢患者様のQOL貢献と生涯サポートによる予防歯科の定着化,,,,100440002102,2020,3,令和元年度補正　事業承継補助金,いび歯科医院,高齢患者様のQOL貢献と生涯サポートによる予防歯科の定着化
100440002102,2020,3,令和元年度補正　事業承継補助金,株式会社九州エルピー,非破壊検査企業の顧客管理システム導入にて効率UPと売上拡大,,,,100440002102,2020,3,令和元年度補正　事業承継補助金,株式会社九州エルピー,非破壊検査企業の顧客管理システム導入にて効率UPと売上拡大
100440002102,2020,3,令和元年度補正　事業承継補助金,克エンタープライズ有限会社,教室数の拡大からメガ教室化への戦略シフトによる組織運営力の強化,,,,100440002102,2020,3,令和元年度補正　事業承継補助金,克エンタープライズ有限会社,教室数の拡大からメガ教室化への戦略シフトによる組織運営力の強化
100440002102,2020,3,令和元年度補正　事業承継補助金,中央物産株式会社,農業用ドローン導入と自動車整備・販売事業との相乗効果による地域活性化,,,,100440002102,2020,3,令和元年度補正　事業承継補助金,中央物産株式会社,農業用ドローン導入と自動車整備・販売事業との相乗効果による地域活性化
100440002102,2021,3,令和２年度補正　事業承継補助金,株式会社ワーキングハセガワ,技術力に左右されない刺しゅう機導入にて売上UPの為の組織力強化,,,,100440002102,2021,3,令和２年度補正　事業承継補助金,株式会社ワーキングハセガワ,技術力に左右されない刺しゅう機導入にて売上UPの為の組織力強化
100440002102,2022,3,令和３年度当初　事業承継補助金,有限会社セイブ歯研,歯科技工所の完全デジタル化と技工技術教室にて地域全体で事業拡大,,,,100440002102,2022,3,令和３年度当初　事業承継補助金,有限会社セイブ歯研,歯科技工所の完全デジタル化と技工技術教室にて地域全体で事業拡大
100440002102,2019,3,平成30年度補正　事業承継補助金,伊万里運輸株式会社　黒川　隆太,高齢者や女性でも運送業で働ける新ビジネスモデルの構築,,,,100440002102,2019,3,平成30年度補正　事業承継補助金,伊万里運輸株式会社　黒川　隆太,高齢者や女性でも運送業で働ける新ビジネスモデルの構築
100440002102,2019,3,平成30年度補正　事業承継補助金,株式会社Ｔｕｒｎｉｎｇ　Ｐｏｉｎｔ　佐保　竜二,税理士法人のグループ会社としての強みを活かした営業力・提案力の強化とサービスの質の向上への取組,,,,100440002102,2019,3,平成30年度補正　事業承継補助金,株式会社Ｔｕｒｎｉｎｇ　Ｐｏｉｎｔ　佐保　竜二,税理士法人のグループ会社としての強みを活かした営業力・提案力の強化とサービスの質の向上への取組
100440002102,2019,3,平成30年度補正　事業承継補助金,原田　博文,地域高齢者の治療負担軽減と医療連携の取り組み,,,,100440002102,2019,3,平成30年度補正　事業承継補助金,原田　博文,地域高齢者の治療負担軽減と医療連携の取り組み
100440002102,2019,3,平成30年度補正　事業承継補助金,有限会社嬉乃すし　髙田　治幸,高品質冷凍寿司の製造・販売の確立,,,,100440002102,2019,3,平成30年度補正　事業承継補助金,有限会社嬉乃すし　髙田　治幸,高品質冷凍寿司の製造・販売の確立
100440002102,2020,3,令和元年度補正　事業承継補助金,いび歯科医院,高齢患者様のQOL貢献と生涯サポートによる予防歯科の定着化,,,,100440002102,2020,3,令和元年度補正　事業承継補助金,いび歯科医院,高齢患者様のQOL貢献と生涯サポートによる予防歯科の定着化
100440002102,2020,3,令和元年度補正　事業承継補助金,株式会社九州エルピー,非破壊検査企業の顧客管理システム導入にて効率UPと売上拡大,,,,100440002102,2020,3,令和元年度補正　事業承継補助金,株式会社九州エルピー,非破壊検査企業の顧客管理システム導入にて効率UPと売上拡大
100440002102,2020,3,令和元年度補正　事業承継補助金,克エンタープライズ有限会社,教室数の拡大からメガ教室化への戦略シフトによる組織運営力の強化,,,,100440002102,2020,3,令和元年度補正　事業承継補助金,克エンタープライズ有限会社,教室数の拡大からメガ教室化への戦略シフトによる組織運営力の強化
100440002102,2020,3,令和元年度補正　事業承継補助金,中央物産株式会社,農業用ドローン導入と自動車整備・販売事業との相乗効果による地域活性化,,,,100440002102,2020,3,令和元年度補正　事業承継補助金,中央物産株式会社,農業用ドローン導入と自動車整備・販売事業との相乗効果による地域活性化
100440002102,2021,3,令和２年度補正　事業承継補助金,株式会社ワーキングハセガワ,技術力に左右されない刺しゅう機導入にて売上UPの為の組織力強化,,,,100440002102,2021,3,令和２年度補正　事業承継補助金,株式会社ワーキングハセガワ,技術力に左右されない刺しゅう機導入にて売上UPの為の組織力強化
100440002102,2022,3,令和３年度当初　事業承継補助金,有限会社セイブ歯研,歯科技工所の完全デジタル化と技工技術教室にて地域全体で事業拡大,,,,100440002102,2022,3,令和３年度当初　事業承継補助金,有限会社セイブ歯研,歯科技工所の完全デジタル化と技工技術教室にて地域全体で事業拡大
